Date, Open, High, Low, Close, Volume
09/18/19,27.2,27.5,27.15,27.25,1076700
09/17/19,27.5,27.7,27.05,27.15,5055900
09/16/19,27.1,27.35,27.1,27.2,1356000
09/13/19,27.1,27.4,27.05,27.15,1513000
12/9/2019,28,28,27.05,27.15,1167400
11/9/2019,27,27.4,26.95,27.05,14255500
10/9/2019,26.9,27.05,26.9,26.95,3275100
9/9/2019,26.85,26.95,26.7,26.85,2307800
6/9/2019,27,27,26.5,26.8,9506900
5/9/2019,28.5,28.5,26.7,26.85,19366301
4/9/2019,26.2,27,26.2,26.65,12551400
3/9/2019,25.55,26.7,25.55,26.2,5592600
2/9/2019,28.05,28.3,27.2,28.05,12684500
08/30/19,28.25,28.3,28,28.15,3348700
08/29/19,28,28.4,28,28.25,1409800
08/28/19,29,29,27.95,28,2320900
08/27/19,28.2,28.3,28.05,28.2,4926000
08/26/19,28.9,28.9,28,28.3,1395100
08/23/19,29.1,29.1,28.75,28.9,220300
08/22/19,29.1,29.2,28.95,29,20130900
08/21/19,29.3,29.35,28.95,29.1,4233900
08/20/19,29.9,29.9,28.95,29.3,33724500
08/19/19,29.3,29.55,29,29.45,13620300
08/16/19,28.75,29.6,28.65,29.2,23352400
08/15/19,28.55,28.75,27.7,28.5,11502100
08/14/19,27.65,28.15,27.65,28,6576500
08/13/19,27.65,28.15,27.5,27.9,4050300
9/8/2019,27.3,28,27.2,27.65,10389600
8/8/2019,27.05,27.5,27.05,27.3,2832400
7/8/2019,27.5,27.5,27,27.2,6139400
6/8/2019,27.6,27.6,27.3,27.45,3597900
5/8/2019,27.65,27.65,27.5,27.6,1618800
2/8/2019,28,28,27.5,27.6,1658600
1/8/2019,27.5,28,27.5,27.55,2423000
07/31/19,27.5,27.55,27.25,27.4,10863000
07/30/19,27.6,27.6,27.4,27.45,6603600
07/29/19,27.55,27.75,27.5,27.55,898600
07/26/19,27.8,27.8,27.5,27.6,5645900
07/25/19,27.7,27.95,27.35,27.5,12020100
07/24/19,27.5,27.8,27.35,27.5,7562800
07/23/19,28,28,27.2,27.25,6862500
07/22/19,28,28,27.5,27.8,3407400
07/19/19,27.65,28,27.65,27.85,1880000
07/18/19,28,28,27.5,27.75,9863600
07/17/19,27.5,28.05,27.5,27.95,8950600
07/16/19,27.5,28,27.3,27.7,3400800
07/15/19,27.75,27.75,27.25,27.5,2829400
12/7/2019,27.75,28.1,27.5,27.75,3066200
11/7/2019,27.15,27.8,27.15,27.45,594900
10/7/2019,27.5,27.75,27.2,27.5,2979900
9/7/2019,27.5,27.5,27,27,10079500
8/7/2019,28,28,27.2,27.55,2563400
5/7/2019,30,30,27.55,27.85,14249700
4/7/2019,28.2,28.2,27.45,27.75,3643000
3/7/2019,28.2,28.3,28,28.15,6185400
2/7/2019,28.3,28.3,28,28.15,7980200
1/7/2019,27.7,28.55,27.35,28.15,4827100
06/28/19,27.6,28.35,27.6,28.1,24611100
06/27/19,27.55,28,27.55,27.55,5346200
06/26/19,27.45,27.9,27.4,27.5,3242100
06/25/19,27.3,28,27.3,27.45,8705800
06/24/19,27.15,27.35,27.15,27.3,4054300
06/21/19,27.5,27.5,27.15,27.25,1207600
06/20/19,27,27.5,27,27.15,9180300
06/19/19,27.25,27.3,27,27,18546400
06/18/19,27.5,27.65,27.1,27.3,9906500
06/17/19,27.3,27.35,27.1,27.25,20526801
06/14/19,27.5,27.5,27.05,27.2,5297100
06/13/19,27.5,27.7,27.1,27.35,22555699
12/6/2019,27.6,27.65,27.3,27.5,22670801
11/6/2019,27.5,27.7,27.2,27.55,1708000
10/6/2019,27.1,27.6,27.05,27.45,1330100
7/6/2019,27.9,27.9,27.1,27.4,1781200
6/6/2019,27.7,28,27.65,27.7,8481500
4/6/2019,27.65,27.8,27.6,27.7,6881000
3/6/2019,27.4,27.8,27.4,27.65,1891100
05/31/19,27.65,27.65,27,27.45,7496300
05/30/19,27.8,27.8,27.4,27.65,11923400
05/29/19,28.1,28.3,27.8,28,17196699
05/28/19,26.95,28.65,26.9,28.35,28201600
05/27/19,26.5,27,26.5,26.8,889200
05/24/19,26.3,27,26.2,26.45,12182000
05/23/19,26.15,26.25,26.05,26.15,640200
05/22/19,26.05,27,26.05,26.1,13510200
05/21/19,26.25,26.5,26,26.35,8351400
05/20/19,26.05,26.5,26.05,26.2,5777400
05/17/19,26.2,26.6,26.05,26.15,12300000
05/16/19,26.7,26.7,26.05,26.25,6430300
05/15/19,27.2,27.2,26.35,26.7,9707700
05/14/19,27.2,27.2,26.1,26.4,8458600
05/13/19,28,28,27,27.2,8460600
10/5/2019,27.9,27.9,27.2,27.45,3582300
9/5/2019,28.3,28.3,27.8,27.95,5293700
8/5/2019,29,29,28,28.15,3401200
7/5/2019,29.5,29.5,28.2,28.6,4354900
6/5/2019,29,29,28.5,28.65,2746400
3/5/2019,29.8,30,28.35,29.25,4963400
2/5/2019,28.25,30,28.25,29.55,7890300
04/30/19,28.2,28.6,28.1,28.15,2694500
04/29/19,28.5,28.5,27.85,28,3263500
04/26/19,27.85,28,27.85,27.95,2881500
04/25/19,28,28.1,27.9,27.95,14337500
04/24/19,27.85,28.1,27.85,28,8046000
04/23/19,28,28,27.65,27.95,4287700
04/18/19,27.8,28,27.65,27.85,1773800
04/17/19,27.6,28,27.6,27.85,2210700
04/16/19,27.3,27.75,27.3,27.5,7255600
04/15/19,27.2,27.5,27.05,27.3,1273300
12/4/2019,27.75,27.75,27.05,27.5,6692400
11/4/2019,27.8,27.8,27.6,27.7,3305000
10/4/2019,27.9,28,27.65,27.75,10065600
9/4/2019,28,28,27.6,27.85,10031100
8/4/2019,27.85,28,27.65,28,15722000
5/4/2019,28,28.1,27.65,28,11067300
4/4/2019,28.15,28.2,28,28.05,3202600
3/4/2019,28,28.2,28,28.1,2479600
2/4/2019,28,28.5,28,28.1,12059300
1/4/2019,28,28.1,27.6,27.9,8473300
03/29/19,27,27.7,27,27.55,5203900
03/28/19,27,27.25,27,27.1,1941600
03/27/19,27.5,27.75,26.95,27.25,8522900
03/26/19,27.95,27.95,27.2,27.6,17525699
03/25/19,28.15,28.2,27.5,27.95,22976100
03/22/19,28.65,28.65,28,28.15,6937100
03/21/19,30,30,28.3,28.65,7725600
03/20/19,28,28.75,28,28.55,3771500
03/19/19,28.5,28.5,27.6,28,19000400
03/18/19,27.6,28.75,27.5,28.5,12842900
03/15/19,27,28.1,26.8,27.75,9914300
03/14/19,27,27.1,26.75,27,7634700
03/13/19,26.85,27,26.5,26.75,13639600
12/3/2019,27,27,26.7,26.9,4065500
11/3/2019,27,27,26.75,26.9,2078300
8/3/2019,26.9,27.45,26.8,27,15997900
7/3/2019,26.6,27,26.6,26.8,2958300
6/3/2019,26.55,26.75,26.4,26.6,5447000
5/3/2019,26.5,26.55,26.3,26.5,4233400
4/3/2019,26.5,26.55,26.05,26.45,3349100
1/3/2019,26,26.5,26,26.1,9109400
02/28/19,26.5,26.5,25.95,26,13900000
02/27/19,26.6,26.7,26.3,26.55,4048100
02/26/19,26.5,26.65,26.3,26.6,3376100
02/25/19,26.15,26.7,26.15,26.5,4925400
02/22/19,26.05,26.2,26,26.05,5415200
02/21/19,26.1,26.15,26,26,9916300
02/20/19,26.05,26.5,26.05,26.15,2628000
02/19/19,26.1,26.5,26,26.15,2413900
02/18/19,26,26.9,25.9,26.05,10594400
02/15/19,27,27,26,26.1,1611300
02/14/19,26.85,26.85,25.95,26.45,12160700
02/13/19,26.9,27,26.05,26.9,5822600
12/2/2019,27,27,26.8,26.9,7061000
11/2/2019,26.85,26.95,26.5,26.8,12201400
8/2/2019,27,27,26.5,26.85,22906699
7/2/2019,27,27.1,26.9,27.05,12456800
6/2/2019,26.55,27.2,26.5,26.9,19635000
5/2/2019,26.15,27,26.1,26.5,20158100
4/2/2019,25.5,26.25,25.5,26,10610100
1/2/2019,24,25.6,24,25.5,14811400
01/31/19,23.6,24.5,23.6,23.85,61100699
01/30/19,23.5,24,23.4,23.7,12467800
01/29/19,23.5,23.6,23.05,23.45,7797300
01/28/19,23.5,23.75,23.35,23.45,23039500
01/25/19,23.45,23.65,23.15,23.45,14283100
01/24/19,23.2,23.4,23.05,23.2,4049200
01/23/19,23.3,23.45,23.05,23.25,2765100
01/22/19,23.5,23.5,23.05,23.3,3853600
01/21/19,23.7,23.7,23.05,23.5,20871500
01/18/19,23.75,23.95,23.5,23.7,28005000
01/17/19,23.9,24,23.55,23.75,5577100
01/16/19,23.8,24.3,23.7,23.8,14056700
01/15/19,23.5,23.8,23.5,23.5,21628801
01/14/19,23.6,23.65,23.25,23.5,22014500
11/1/2019,23,23.75,22.8,23.4,4875800
10/1/2019,22.4,24,22.4,23,24914801
9/1/2019,22.2,22.75,22.15,22.3,21758400
8/1/2019,21.8,22.2,21.5,22,1532800
7/1/2019,21.3,21.8,21.3,21.45,6283800
4/1/2019,22,22,21,21.3,2210300
3/1/2019,22.25,22.5,21.8,22.15,12255400
2/1/2019,23,23,22.2,22.25,1778300
12/31/18,22.8,22.8,22.1,22.2,3679200
12/28/18,23,23,22.8,22.85,1269100
12/27/18,23,23,22.55,22.6,1778700
12/24/18,22.55,23.5,22.5,22.6,730100
12/21/18,22.3,23.25,22.2,22.3,5637600
12/20/18,22.9,22.9,22.35,22.45,19301301
12/19/18,23,23.05,22.5,22.9,8363600
12/18/18,23,23.1,22.8,23,17097500
12/17/18,22.95,23.25,22.5,23,6178300
12/14/18,22.25,23.25,22.25,22.9,29994100
12/13/18,23,23,21.9,22.15,22202199
11/12/2018,23,23,21.9,22.05,21143400
10/12/2018,23,23,22.6,22.65,13202600
7/12/2018,23.4,23.4,22.8,23,12989200
6/12/2018,23.5,23.6,23.3,23.4,4442000
5/12/2018,23.5,23.75,23.5,23.65,1769900
4/12/2018,23.75,23.75,23.5,23.6,3485800
3/12/2018,23.75,23.8,23.55,23.75,2723900
11/30/18,23.75,24,23.75,23.8,15243600
11/29/18,24,24,23.5,23.75,10756400
11/28/18,24,24,23.75,23.8,16748100
11/27/18,24,24,23.75,23.8,27426600
11/26/18,23.75,24,23.6,23.8,10791300
11/23/18,24,24,23.75,23.75,2451000
11/22/18,23.75,24,23.75,23.75,683000
11/21/18,23.5,24,23.5,23.75,7003500
11/20/18,23.75,24,23.5,23.5,4664500
11/19/18,23.75,24,23.5,23.5,2172700
11/16/18,24,24.25,23.5,23.75,7079300
11/15/18,24,24,23.5,23.75,15069000
11/14/18,24.5,24.5,23.75,24,8868800
11/13/18,24.25,24.5,24,24.25,12009100
12/11/2018,24,24.5,23.75,24.25,102963000
9/11/2018,23.75,24.75,23.5,24.25,10310900
8/11/2018,23.25,23.75,23.25,23.25,9482300
7/11/2018,23,23.5,22.5,22.75,8627800
6/11/2018,23.5,24,22.5,22.5,5447100
5/11/2018,24.5,24.5,23,23.75,4705300
2/11/2018,23.75,25,23.75,24.5,4152400
1/11/2018,23.75,23.75,23,23.5,47502801
10/31/18,24,24,23.25,23.25,4661300
10/30/18,23.75,24,23.25,23.5,22059900
10/29/18,23.5,24,23.5,23.5,9428000
10/26/18,23.75,23.75,23.5,23.5,6974000
10/25/18,23.75,23.75,23.25,23.5,9827300
10/24/18,23.75,23.75,23.25,23.5,3622800
10/23/18,24,24,23.25,23.75,4292400
10/22/18,23.75,24.5,23.5,23.75,6414400
10/19/18,23.5,23.75,23,23.75,14026700
10/18/18,23.75,24.25,23,23.5,12332700
10/17/18,23.75,24.25,23.75,23.75,4369700
10/16/18,23,24,22.5,23.5,13366800
10/15/18,23,23.5,21.75,22.25,8478900
12/10/2018,24,24,22.75,23,7611000
11/10/2018,25,25,23.5,24,7960800
9/10/2018,24.75,25,24.25,24.5,3526500
8/10/2018,24.75,25,24.5,24.5,4292000
5/10/2018,24.5,25,24.5,24.75,12411100
4/10/2018,24.25,24.75,24.25,24.5,21580199
3/10/2018,24.5,24.5,24.25,24.25,5158800
2/10/2018,24,24.75,24,24.25,13927300
1/10/2018,24.5,25,24,24,2902300
09/28/18,25,25,24,24.5,5979700
09/27/18,24.75,25,24.5,24.75,14903000
09/26/18,25,25,24.5,24.75,2701500
09/25/18,25,25.25,24.75,24.75,7497500
09/24/18,24.5,26,24.5,25,23273801
09/21/18,25,25.25,23.75,24,19410000
09/20/18,25.5,25.75,24.5,24.75,9358300
09/19/18,27,27.25,25.75,26.5,9364500
09/18/18,26.5,27.25,26.5,26.75,7266500
09/17/18,26.5,26.75,26.25,26.5,5165700
09/14/18,26.25,26.75,26.25,26.5,9138100
09/13/18,27,27.25,25.75,26.25,12514200
12/9/2018,27,27.25,26.75,27,6191100
11/9/2018,27.25,27.75,27,27,2355600
10/9/2018,27.75,27.75,27.25,27.25,773100
7/9/2018,28,28,27.26,27.5,6802300
6/9/2018,28.25,28.25,27.5,27.75,4172000
5/9/2018,28.5,28.5,27.5,27.75,5440200
4/9/2018,27.75,29,27.75,28.25,5216300
3/9/2018,28,28,27,27.75,1732800
08/31/18,29.75,29.75,28,28.25,9077200
08/30/18,30,30,29.5,29.5,2726600
08/29/18,29.75,30.25,29.75,29.75,1959600
08/28/18,29.25,30.5,29,29.75,4929200
08/27/18,29,29.5,29,29,1647000
08/24/18,29,29.25,29,29,2498300
08/23/18,29,29.25,29,29,3045900
08/22/18,29,29.5,29,29,6420500
08/20/18,29,29.5,29,29,7496200
08/17/18,28.75,29.5,28.75,29,961200
08/16/18,29,29,28.75,28.75,6699800
08/15/18,28.75,29.25,28.75,29,8721200
08/14/18,28.5,29,28.5,28.75,7527000
08/13/18,28.5,29,28.5,28.5,2021800
10/8/2018,29,29,28.25,28.25,4948100
9/8/2018,29,29.25,28.25,28.75,3037200
8/8/2018,28.25,29.5,28.25,28.75,6592000
7/8/2018,28,28.25,28,28,5167200
6/8/2018,28.25,28.25,28,28,1404800
3/8/2018,28,28.25,28,28,5929000
2/8/2018,28,28.5,28,28,18662801
1/8/2018,28.25,28.5,27.75,27.75,4549500
07/31/18,28.5,28.5,27.75,28,2680900
07/30/18,28.75,28.75,28.25,28.5,11459700
07/27/18,28.5,29,28.5,28.5,3334900
07/26/18,29,29,28.5,28.5,4900000
07/25/18,28.75,29,28.5,28.75,5932100
07/24/18,28.5,29,28.5,28.5,748100
07/23/18,28.5,29,28.25,28.5,656500
07/20/18,29.25,29.25,28.25,28.5,3537600
07/19/18,29.75,29.75,28.75,29.25,10041000
07/18/18,29.25,29.75,29,29,2224500
07/17/18,28.25,29.25,28.25,28.75,3960900
07/16/18,28.75,28.75,28,28.25,10493700
07/13/18,28.75,28.75,28.25,28.25,4689700
12/7/2018,28.5,29,28.5,28.5,3335800
11/7/2018,29,29,28.25,28.5,5134400
10/7/2018,29,29.25,29,29,5693900
9/7/2018,29,29.25,28.75,29,2004500
6/7/2018,28.75,29.25,28.75,28.75,2036900
5/7/2018,28.5,29.25,28.5,29,5412700
4/7/2018,29,29.25,28,28.5,2894700
3/7/2018,28.75,28.75,27.75,28,3750400
2/7/2018,29.5,29.75,28.75,29,9571200
06/29/18,29.75,30,29.25,29.5,10555800
06/28/18,29.75,30,29.25,29.75,22488900
06/27/18,29.25,30,28.75,29.5,16543301
06/26/18,28.5,29.5,28.5,29,17602600
06/25/18,28.5,29,28.25,28.5,2724700
06/22/18,28.75,28.75,27.25,28.25,13917200
06/21/18,27.25,27.75,27.25,27.25,11719700
06/20/18,28.5,28.5,27.25,27.25,16084100
06/19/18,29.75,29.75,27.75,28.25,5655200
06/18/18,30,30.25,29.5,29.75,2120100
06/14/18,30,30.25,29.75,30,22891699
06/13/18,30,30.5,30,30,7289000
12/6/2018,30,30.5,30,30,13452800
11/6/2018,29.75,30.5,29.5,30,4153700
8/6/2018,29.75,29.75,29.25,29.5,1693000
7/6/2018,29.75,29.75,29,29.5,6310900
6/6/2018,28.75,30,28.75,29.5,16561301
5/6/2018,28.5,29.25,28.5,28.75,2347400
4/6/2018,28.25,29,28.25,28.5,12148900
05/31/18,28.75,28.75,28.25,28.25,10668400
05/30/18,28.5,28.5,28,28.25,764600
05/29/18,29,29,28.25,28.5,4277900
05/28/18,29,29,28,28.75,2100300
05/25/18,29,29.25,28.5,29,8862200
05/24/18,29.25,29.5,29,29,7640000
05/23/18,29.25,29.5,29,29,2708000
05/22/18,29,29.75,29,29.25,7749700
05/21/18,29.25,29.25,29,29,10012300
05/18/18,29,29.5,29,29.25,6653700
05/17/18,29,29.5,28.75,29,6485300
05/16/18,28,29.25,28,28.5,5022200
05/15/18,27.5,28.25,27,27.25,22976600
05/14/18,28,28,27,27.25,6003400
11/5/2018,28,28,27.5,27.75,6723800
10/5/2018,29,29.25,27.75,28,14074900
9/5/2018,28.5,29.5,28.5,29,17881600
8/5/2018,28.5,28.5,28.25,28.25,9459700
7/5/2018,28.5,29,28.25,28.5,16076800
4/5/2018,28,29,28,28.5,37792801
3/5/2018,27.5,27.75,26.75,27,27096801
2/5/2018,28.25,28.25,27,27.25,18325100
04/30/18,28.5,28.5,28.25,28.25,9959700
04/27/18,28.5,28.5,28.25,28.25,8868000
04/26/18,28.75,28.75,28,28.25,11003100
04/25/18,28.75,29,28.25,28.5,22791100
04/24/18,28.5,29,28,28.25,17259199
04/23/18,29,29.75,28.25,28.5,12822000
04/20/18,29.25,29.5,28.75,29,15320800
04/19/18,29.5,29.75,29,29.25,22802900
04/18/18,29.75,30,29.25,29.5,20432301
04/17/18,30.5,30.5,29.5,29.75,11811500
04/16/18,31.25,31.25,30.25,30.5,6118800
04/13/18,32,32,31,31,2960200
12/4/2018,32,32,31.25,31.5,4496500
11/4/2018,31.75,32.5,31.75,32,6105600
10/4/2018,31.75,32.25,31.75,31.75,2143000
9/4/2018,32.25,32.25,31.5,31.75,1947400
6/4/2018,32.75,33,32,32.25,5827300
5/4/2018,32.5,33.5,32.5,32.75,8416100
4/4/2018,31.75,32.75,31.25,32,13500100
3/4/2018,31,31.75,31,31.25,9281300
03/29/18,31,31.5,30.5,31,11679900
03/28/18,31,31.25,30.5,30.75,4346300
03/27/18,31.5,31.75,31,31.25,4717400
03/26/18,31.75,31.75,31.25,31.5,4327200
03/23/18,32,32.25,31.75,31.75,8328200
03/22/18,31,32.25,31,31.75,13478700
03/21/18,31,31.75,31,31.25,17990100
03/20/18,30.5,31.25,30.5,30.75,5720600
03/19/18,30,30.75,29.5,30,11055500
03/16/18,29.5,29.75,29.5,29.5,4083500
03/15/18,30,30,29.5,29.5,9961100
03/14/18,29.75,30,29.5,29.75,5992300
03/13/18,29.5,30,29.5,29.75,4671400
12/3/2018,29.5,29.75,29.25,29.25,6154100
9/3/2018,29.5,29.75,29,29.25,18672600
8/3/2018,29.5,29.75,29.25,29.5,10433200
7/3/2018,29.25,29.75,29.25,29.5,5825300
6/3/2018,29.25,29.75,29.25,29.25,7543900
5/3/2018,29.75,29.75,29,29.25,4359200
2/3/2018,30.5,30.5,29,29.25,6130600
1/3/2018,29.5,30,29.25,29.5,15254000
02/28/18,29.75,30,29.5,29.75,10937400
02/27/18,29.5,30,29.25,29.5,7390600
02/26/18,29.5,29.75,29.25,29.5,14512400
02/23/18,29.5,30,29.25,29.5,4996800
02/22/18,29.5,30,29.5,29.5,6155400
02/21/18,30,30.25,29,29.75,15108100
02/20/18,29.5,30.5,29.25,29.75,8747000
02/19/18,30,30,29.25,29.25,4489000
02/16/18,29,29.75,29,29.25,4729900
02/15/18,28.75,29.25,28.75,28.75,2708200
02/14/18,28.75,29,28.75,28.75,3085100
02/13/18,28.5,29,28.25,28.5,6864100
12/2/2018,30,30,28,28.25,1501000
9/2/2018,29.5,29.5,29,29,12834800
8/2/2018,28.5,29.5,28.5,29.25,14174000
7/2/2018,29.25,29.25,28,28.5,20681500
6/2/2018,29.75,30,28.75,29.5,42110500
5/2/2018,29.75,30,29.75,29.75,4090200
2/2/2018,30,30.25,29.75,29.75,3027200
1/2/2018,29.75,30,29.5,29.75,6148300
01/31/18,29.75,30,29.5,29.5,8892600
01/30/18,30,30,29.25,29.75,18003199
01/29/18,29.75,30,29.5,29.75,3950700
01/26/18,29.5,30.5,29.5,30,26174301
01/25/18,29.5,30,29.5,29.75,6593600
01/24/18,29.5,29.75,29.5,29.5,6560400
01/23/18,29.5,29.75,29.25,29.5,16964400
01/22/18,29.5,29.75,29,29.25,8827800
01/19/18,29.25,29.75,29.25,29.5,6590000
01/18/18,29.5,29.5,29,29.25,9393700
01/17/18,28.5,29.5,28.5,29,10302400
01/16/18,29,29.5,28.5,29,7295600
01/15/18,28.5,29.25,28.25,28.75,3751000
12/1/2018,28,28.5,27.75,28.25,2796700
11/1/2018,27.75,28.25,27.75,27.75,11139600
10/1/2018,27.75,28,27.75,27.75,12920600
9/1/2018,28,28.25,27.75,28,20529400
8/1/2018,27.5,28.25,27.5,28,6873500
5/1/2018,27.5,28.5,27,28,11038400
4/1/2018,26.75,27.75,26.75,27,8304500
3/1/2018,26.75,27,26.75,26.75,8347900
2/1/2018,26.75,27,26.75,26.75,3904800
